<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,,PRICE,TOTAL,TOTALIF,IF,
25.12.2020,10:37:00,112651,115064,108346,109565,81,,"111406,5","9023926,5",,0,0
25.12.2020,10:38:00,112305,115223,107942,112224,60,,"111923,5",6715410,,0,0
25.12.2020,10:39:00,114237,115223,107989,113753,88,,"112800,5",9926444,,0,0
25.12.2020,10:40:00,113395,114969,108077,110521,75,,"111740,5","8380537,5",,0,0
25.12.2020,10:41:00,111335,115265,107939,111116,9,,"111413,75","1002723,75",,0,0
25.12.2020,10:42:00,113600,115146,107942,110098,14,,"111696,5",1563751,,0,0
25.12.2020,10:43:00,108461,114917,108220,113845,22,,"111360,75","2449936,5",,1,0
25.12.2020,10:44:00,113894,114883,107930,112514,95,,"112305,25","10668998,75",,0,0
25.12.2020,10:45:00,109062,114800,107954,110517,95,,"110583,25","10505408,75",,1,0
25.12.2020,10:46:00,108861,115276,107966,115265,47,,111842,5256574,,1,0
25.12.2020,10:47:00,113846,115195,108262,114463,21,,"112941,5","2371771,5",,1,0
25.12.2020,10:48:00,109450,115192,108139,108427,93,,110302,10258086,,0,0
25.12.2020,10:49:00,110192,115256,107999,113322,61,,"111692,25","6813227,25",,1,0
25.12.2020,10:50:00,113064,115208,108286,109616,58,,"111543,5",6469523,,0,0
25.12.2020,10:51:00,109015,115140,107985,113260,11,,111350,1224850,,1,0
25.12.2020,10:52:00,111100,115141,108081,114478,62,,112200,6956400,,1,0
25.12.2020,10:53:00,111238,115019,108156,113583,22,,111999,2463978,,1,0
25.12.2020,10:54:00,107917,114956,107917,109895,43,,"110171,25","4737363,75",,1,0
25.12.2020,10:55:00,112651,115264,107955,110028,32,,"111474,5",3567184,,0,0
25.12.2020,10:56:00,112104,115145,107908,114286,87,,"112360,75","9775385,25",,1,0
25.12.2020,10:57:00,114361,115238,108088,111254,22,,"112235,25","2469175,5",,0,0
25.12.2020,10:59:00,110547,115293,107976,114188,17,,112001,1904017,,1,0
25.12.2020,11:00:00,111203,115106,108022,109138,47,,"110867,25","5210760,75",,0,0
25.12.2020,11:01:00,113386,115255,108242,112036,77,,"112229,75","8641690,75",,0,0
25.12.2020,11:02:00,109220,115014,108472,109902,90,,110652,9958680,,1,0
25.12.2020,11:03:00,107963,115265,107922,114382,85,,111383,9467555,,1,0
25.12.2020,11:04:00,111596,115152,107927,115096,70,,"112442,75","7870992,5",,1,0
25.12.2020,11:05:00,109843,115126,107957,107957,2,,"110220,75","220441,5",,0,0
25.12.2020,11:06:00,111520,115102,107993,113372,23,,"111996,75","2575925,25",,1,0
25.12.2020,11:07:00,114960,115270,107917,111534,97,,"112420,25","10904764,25",,0,0
25.12.2020,11:08:00,113599,114930,107951,112130,89,,"112152,5","9981572,5",,0,0
25.12.2020,11:09:00,112904,115160,107919,109981,83,,111491,9253753,,0,0
25.12.2020,11:10:00,108948,115259,108082,113182,80,,"111367,75",8909420,,1,0
25.12.2020,11:11:00,113867,115219,107935,112536,54,,"112389,25","6069019,5",,0,0
25.12.2020,11:12:00,115144,115192,107909,113671,51,,112979,5761929,,0,0
25.12.2020,11:13:00,114290,115184,107994,112384,71,,112463,7984873,,0,0
25.12.2020,11:14:00,109283,115257,108079,109105,10,,110431,1104310,,0,0
25.12.2020,11:15:00,114625,115212,107988,114732,62,,"113139,25","7014633,5",,1,0
25.12.2020,11:16:00,111558,115193,108033,114144,69,,112232,7744008,,1,0
25.12.2020,11:18:00,112395,115293,108066,110508,42,,"111565,5",4685751,,0,0
25.12.2020,11:19:00,114173,114966,107942,111991,84,,112268,9430512,,0,0
25.12.2020,11:20:00,107956,115253,107909,110389,84,,"110376,75",9271647,,1,0
25.12.2020,11:21:00,111414,115286,107942,109676,88,,"111079,5",9774996,,0,0
25.12.2020,11:22:00,114502,115272,108093,110588,8,,"112113,75",896910,,0,0
25.12.2020,11:23:00,114495,115257,108221,111350,95,,"112330,75","10671421,25",,0,0
25.12.2020,11:24:00,110341,114811,108093,113906,48,,"111787,75",5365812,,1,0
25.12.2020,11:25:00,112383,115205,108419,112327,8,,"112083,5",896668,,0,0
25.12.2020,11:26:00,108598,114986,108016,108299,54,,"109974,75","5938636,5",,0,0
25.12.2020,11:27:00,108641,114917,107973,110731,65,,"110565,5","7186757,5",,1,0
25.12.2020,11:28:00,107958,115225,107958,114507,3,,111412,334236,,1,0
25.12.2020,11:29:00,110479,115112,107939,113634,40,,111791,4471640,,1,0
25.12.2020,11:30:00,110433,115238,107986,108241,54,,"110474,5",5965623,,0,0
25.12.2020,11:31:00,108092,115106,108018,114883,53,,"111524,75","5910811,75",,1,0
25.12.2020,11:32:00,114588,115059,108103,111226,96,,112244,10775424,,0,0
25.12.2020,11:33:00,114097,115174,108194,114866,54,,"113082,75","6106468,5",,1,0
25.12.2020,11:34:00,109148,115084,107934,109545,92,,"110427,75",10159353,,1,0
25.12.2020,11:35:00,115080,115175,108033,110966,89,,"112313,5","9995901,5",,0,0
25.12.2020,11:36:00,112131,114871,108066,114327,58,,"112348,75","6516227,5",,1,0
25.12.2020,11:37:00,112052,115299,107968,108898,25,,"111054,25","2776356,25",,0,0
25.12.2020,11:38:00,113237,115294,108180,113620,42,,"112582,75","4728475,5",,1,0
25.12.2020,11:39:00,111391,115288,108000,114056,96,,"112183,75",10769640,,1,0
25.12.2020,11:40:00,114347,114958,107910,111865,4,,112270,449080,,0,0
25.12.2020,11:41:00,109478,115135,107906,114030,46,,"111637,25","5135313,5",,1,0
25.12.2020,11:42:00,111046,115254,108090,113427,40,,"111954,25",4478170,,1,0
25.12.2020,11:43:00,111766,115272,108220,113813,63,,"112267,75","7072868,25",,1,0
25.12.2020,11:44:00,108319,115249,107974,112332,79,,"110968,5","8766511,5",,1,0
25.12.2020,11:45:00,112847,115157,108122,114364,40,,"112622,5",4504900,,1,0
25.12.2020,11:46:00,111106,115268,108011,109411,93,,110949,10318257,,0,0
25.12.2020,11:47:00,112096,115225,108007,111649,86,,"111744,25","9610005,5",,0,0
25.12.2020,11:48:00,111255,115237,107926,112747,63,,"111791,25","7042848,75",,1,0
25.12.2020,11:49:00,108458,115111,108017,108991,10,,"110144,25","1101442,5",,1,0
25.12.2020,11:50:00,109693,115290,107978,109746,27,,"110676,75","2988272,25",,1,0
25.12.2020,11:51:00,113693,115258,108029,110737,76,,"111929,25",8506623,,0,0
25.12.2020,11:52:00,114208,115110,108292,112081,42,,"112422,75","4721755,5",,0,0
25.12.2020,11:53:00,109572,115239,107953,111180,78,,110986,8656908,,1,0
25.12.2020,11:54:00,112896,115251,108065,112766,7,,"112244,5","785711,5",,0,0
25.12.2020,11:55:00,113561,115264,108037,113805,50,,"112666,75","5633337,5",,1,0
25.12.2020,11:56:00,111905,115220,108224,111900,77,,"111812,25","8609543,25",,0,0
25.12.2020,11:57:00,109256,115068,107918,112278,18,,111130,2000340,,1,0
25.12.2020,11:58:00,109880,114974,108460,114893,40,,"112051,75",4482070,,1,0
25.12.2020,11:59:00,113606,115135,107962,111285,47,,111997,5263859,,0,0
25.12.2020,12:00:00,112825,115141,107915,114871,48,,112688,5409024,,1,0
25.12.2020,12:01:00,113246,115211,107905,115211,21,,"112893,25","2370758,25",,1,0
25.12.2020,12:02:00,113272,114941,107911,110134,5,,"111564,5","557822,5",,0,0
25.12.2020,12:03:00,110224,115205,107903,110722,32,,"111013,5",3552432,,1,0
25.12.2020,12:04:00,108221,115117,107924,110452,52,,"110428,5",5742282,,1,0
25.12.2020,12:05:00,111968,115244,107965,112089,60,,"111816,5",6708990,,1,0
25.12.2020,12:06:00,113873,115211,108007,111459,1,,"112137,5","112137,5",,0,0
25.12.2020,12:07:00,114973,114973,107952,108509,33,,"111601,75","3682857,75",,0,0
25.12.2020,12:08:00,109026,115179,107900,108077,32,,"110045,5",3521456,,0,0
25.12.2020,12:09:00,109043,115014,108436,111478,98,,"110992,75","10877289,5",,1,0
25.12.2020,12:10:00,108356,115134,108208,111831,11,,"110882,25","1219704,75",,1,0
25.12.2020,12:11:00,114527,115229,108310,109643,18,,"111927,25","2014690,5",,0,0
25.12.2020,12:12:00,114110,115104,108069,109916,26,,"111799,75","2906793,5",,0,0
25.12.2020,12:13:00,111001,115172,108001,111633,48,,"111451,75",5349684,,1,0
25.12.2020,12:14:00,114523,115232,108086,113635,16,,112869,1805904,,0,0
25.12.2020,12:15:00,111097,115162,107944,111316,15,,"111379,75","1670696,25",,1,0
25.12.2020,12:16:00,109034,115194,108248,110511,43,,"110746,75","4762110,25",,1,0
25.12.2020,12:17:00,111341,115063,107992,112158,41,,"111638,5","4577178,5",,1,0
25.12.2020,12:18:00,114269,114990,108011,108666,90,,111484,10033560,,0,0
25.12.2020,12:19:00,111156,115272,108472,114940,94,,112460,10571240,,1,0
25.12.2020,12:20:00,111738,115281,107970,109219,38,,111052,4219976,,0,0
25.12.2020,12:21:00,113045,115189,108164,110205,33,,"111650,75","3684474,75",,0,0
25.12.2020,12:22:00,112105,115121,107995,114955,43,,112544,4839392,,1,0
25.12.2020,12:23:00,108943,115089,108896,114395,96,,"111830,75",10735752,,1,0
25.12.2020,12:24:00,114139,115168,108041,115078,32,,"113106,5",3619408,,1,0
25.12.2020,12:25:00,108447,115250,108330,111332,88,,"110839,75",9753898,,1,0
25.12.2020,12:26:00,108794,115269,108130,108293,87,,"110121,5","9580570,5",,0,0
25.12.2020,12:27:00,114349,115115,108989,114303,91,,113189,10300199,,0,0
25.12.2020,12:28:00,111550,115170,107906,108798,92,,110856,10198752,,0,0
25.12.2020,12:29:00,111662,114983,108280,109717,8,,"111160,5",889284,,0,0
25.12.2020,12:30:00,109564,115198,108196,112493,35,,"111362,75","3897696,25",,1,0
25.12.2020,12:31:00,111486,115083,107963,110397,38,,"111232,25","4226825,5",,0,0
25.12.2020,12:32:00,108619,115296,108233,113815,98,,"111490,75","10926093,5",,1,0
25.12.2020,12:33:00,113406,115222,108486,110586,77,,111925,8618225,,0,0
25.12.2020,12:34:00,111009,115158,107924,111509,76,,111400,8466400,,1,0
25.12.2020,12:35:00,115240,115245,108220,109161,75,,"111966,5","8397487,5",,0,0
25.12.2020,12:36:00,110416,115212,107906,111559,20,,"111273,25",2225465,,1,0
25.12.2020,12:37:00,114397,115229,107902,112953,86,,"112620,25","9685341,5",,0,0
25.12.2020,12:38:00,112662,115209,108077,114146,6,,"112523,5",675141,,1,0
25.12.2020,12:39:00,109231,114844,108071,113947,45,,"111523,25","5018546,25",,1,0
25.12.2020,12:40:00,115212,115212,108076,110495,48,,"112248,75",5387940,,0,0
25.12.2020,12:41:00,111724,115222,108122,110209,17,,"111319,25","1892427,25",,0,0
25.12.2020,12:42:00,112155,114972,108174,111426,36,,"111681,75",4020543,,0,0
25.12.2020,12:43:00,110004,115138,108145,111957,97,,111311,10797167,,1,0
25.12.2020,12:44:00,109837,115292,107931,108015,25,,"110268,75","2756718,75",,0,0
25.12.2020,12:45:00,108939,115244,107990,108193,59,,"110091,5","6495398,5",,0,0
25.12.2020,12:46:00,114507,115220,107918,113172,37,,"112704,25","4170057,25",,0,0
25.12.2020,12:47:00,113277,115100,107941,114056,7,,"112593,5","788154,5",,1,0
25.12.2020,12:48:00,108567,115229,108135,113469,75,,111350,8351250,,1,0
25.12.2020,12:49:00,113097,115276,107922,108847,72,,"111285,5",8012556,,0,0
25.12.2020,12:50:00,115173,115298,108029,114512,95,,113253,10759035,,0,0
25.12.2020,12:51:00,111865,115129,108029,111708,43,,"111682,75","4802358,25",,0,0
25.12.2020,12:52:00,109751,115206,107951,115187,5,,"112023,75","560118,75",,1,0
25.12.2020,12:53:00,108700,114994,107915,113113,17,,"111180,5","1890068,5",,1,0
25.12.2020,12:54:00,112592,115220,107920,110260,37,,111498,4125426,,0,0
25.12.2020,12:55:00,108582,115141,107944,108177,86,,109961,9456646,,0,0
25.12.2020,12:56:00,115023,115023,107943,113588,92,,"112894,25",10386271,,0,0
25.12.2020,12:57:00,114558,115254,107919,113187,51,,"112729,5","5749204,5",,0,0
25.12.2020,12:58:00,108145,115298,107911,113542,61,,111224,6784664,,1,0
25.12.2020,12:59:00,110867,115189,108295,111358,18,,"111427,25","2005690,5",,1,0
25.12.2020,13:00:00,115279,115279,107913,114821,42,,113323,4759566,,0,0
25.12.2020,13:01:00,115151,115151,108184,112977,39,,"112865,75","4401764,25",,0,0
25.12.2020,13:02:00,109295,115035,107959,112073,70,,"111090,5",7776335,,1,0
25.12.2020,13:03:00,111429,115053,107907,112776,93,,"111791,25","10396586,25",,1,0
25.12.2020,13:04:00,110904,115227,107998,114042,6,,"112042,75","672256,5",,1,0
25.12.2020,13:05:00,111463,115272,107947,114271,73,,"112238,25","8193392,25",,1,0
25.12.2020,13:06:00,113488,115150,108075,113520,11,,"112558,25","1238140,75",,1,0
25.12.2020,13:07:00,113974,115260,108123,115260,84,,"113154,25",9504957,,1,0
25.12.2020,13:08:00,111740,115295,107904,114470,77,,"112352,25","8651123,25",,1,0
25.12.2020,13:09:00,111326,115232,108020,113355,2,,"111983,25","223966,5",,1,0
25.12.2020,13:10:00,114921,114921,107948,114903,28,,"113173,25",3168851,,0,0
25.12.2020,13:11:00,111365,115273,108014,113630,78,,"112070,5",8741499,,1,0
25.12.2020,13:12:00,112819,115219,108083,111291,84,,111853,9395652,,0,0
25.12.2020,13:13:00,113489,115059,107987,110718,47,,"111813,25","5255222,75",,0,0
25.12.2020,13:14:00,109807,115260,108154,110827,1,,111012,111012,,1,0
25.12.2020,13:15:00,108234,114980,107914,112401,74,,"110882,25","8205286,5",,1,0
25.12.2020,13:16:00,114205,115156,108016,114473,9,,"112962,5","1016662,5",,1,0
25.12.2020,13:17:00,111395,115225,107964,113483,14,,"112016,75","1568234,5",,1,0
25.12.2020,13:18:00,111674,114942,107900,109780,76,,111074,8441624,,0,0
25.12.2020,13:19:00,109047,115266,107909,113261,92,,"111370,75",10246109,,1,0
25.12.2020,13:20:00,113727,115258,108103,114659,71,,"112936,75","8018509,25",,1,0
25.12.2020,13:21:00,109194,115280,108053,108053,34,,110145,3744930,,0,0
25.12.2020,13:22:00,113281,115223,108061,108554,14,,"111279,75","1557916,5",,0,0
25.12.2020,13:23:00,108470,115180,107900,113875,37,,"111356,25","4120181,25",,1,0
25.12.2020,13:24:00,108961,115262,108060,111111,43,,"110848,5","4766485,5",,1,0
25.12.2020,13:25:00,111221,115191,107902,108416,36,,"110682,5",3984570,,0,0
25.12.2020,13:26:00,109684,115005,108126,110912,6,,"110931,75","665590,5",,1,0
25.12.2020,13:27:00,113683,115272,108240,114411,67,,"112901,5","7564400,5",,1,0
25.12.2020,13:28:00,110728,115224,107922,110785,67,,"111164,75","7448038,25",,1,0
25.12.2020,13:29:00,111470,114988,107958,108109,7,,"110631,25","774418,75",,0,0
25.12.2020,13:30:00,108909,115165,107938,111637,79,,"110912,25","8762067,75",,1,0
25.12.2020,13:31:00,108375,115234,107918,108533,11,,110015,1210165,,1,0
25.12.2020,13:32:00,108953,115106,107973,110954,83,,"110746,5","9191959,5",,1,0
25.12.2020,13:33:00,114604,115179,107945,111569,13,,"112324,25","1460215,25",,0,0
25.12.2020,13:34:00,109327,115269,108002,112176,24,,"111193,5",2668644,,1,0
25.12.2020,13:35:00,114033,115276,107992,110229,21,,"111882,5","2349532,5",,0,0
25.12.2020,13:36:00,112586,115226,107958,109599,65,,"111342,25","7237246,25",,0,0
25.12.2020,13:37:00,111114,115217,108000,113604,16,,"111983,75",1791740,,1,0
25.12.2020,13:38:00,113192,115124,107920,112850,5,,"112271,5","561357,5",,0,0
25.12.2020,13:39:00,108945,115094,108181,109948,33,,110542,3647886,,1,0
25.12.2020,13:40:00,114815,115097,108189,114031,24,,113033,2712792,,0,0
25.12.2020,13:41:00,114403,115277,108173,111025,80,,"112219,5",8977560,,0,0
25.12.2020,13:42:00,108502,114856,107966,111442,97,,"110691,5","10737075,5",,1,0
25.12.2020,13:43:00,109671,115168,107923,108630,18,,110348,1986264,,0,0
25.12.2020,13:44:00,110634,115018,108094,112991,44,,"111684,25",4914107,,1,0
25.12.2020,13:45:00,112486,115271,107958,111400,59,,"111778,75","6594946,25",,0,0
25.12.2020,13:46:00,110052,115234,107998,110081,65,,"110841,25","7204681,25",,1,0
25.12.2020,13:47:00,110170,115228,108062,114662,28,,"112030,5",3136854,,1,0
25.12.2020,13:48:00,110546,115266,107913,113903,48,,111907,5371536,,1,0
25.12.2020,13:49:00,114329,114866,107902,114093,43,,"112797,5","4850292,5",,0,0
25.12.2020,13:50:00,113531,115265,107950,108711,20,,"111364,25",2227285,,0,0
25.12.2020,13:51:00,107904,114862,107904,114139,53,,"111202,25","5893719,25",,1,0
25.12.2020,13:52:00,109346,115250,107993,113267,56,,111464,6241984,,1,0
25.12.2020,13:53:00,114723,115181,107925,113864,61,,"112923,25","6888318,25",,0,0
25.12.2020,13:54:00,114319,115298,107963,114897,68,,"113119,25",7692109,,1,0
25.12.2020,13:55:00,112380,115289,107916,112606,28,,"112047,75",3137337,,1,0
25.12.2020,13:56:00,109268,114803,107909,108029,67,,"110002,25","7370150,75",,0,0
25.12.2020,13:57:00,109252,115289,107949,114031,91,,"111630,25","10158352,75",,1,0
25.12.2020,13:58:00,113260,115286,108047,112684,29,,"112319,25","3257258,25",,0,0
25.12.2020,13:59:00,111597,115255,108015,112308,25,,"111793,75","2794843,75",,1,0
25.12.2020,14:00:00,113897,115210,107993,109318,30,,"111604,5",3348135,,0,0
25.12.2020,14:01:00,112963,115172,107914,108798,95,,"111211,75","10565116,25",,0,0
25.12.2020,14:02:00,107947,115225,107947,113621,3,,111185,333555,,1,0
25.12.2020,14:03:00,114264,115129,107956,113930,72,,"112819,75",8123022,,0,0
25.12.2020,14:04:00,110587,115291,107901,109149,69,,110732,7640508,,0,0
25.12.2020,14:05:00,114264,115272,108156,115016,7,,113177,792239,,1,0
25.12.2020,14:06:00,110840,115173,108147,113694,10,,"111963,5",1119635,,1,0
25.12.2020,14:07:00,114863,115269,107913,114756,51,,"113200,25","5773212,75",,0,0
25.12.2020,14:08:00,107960,115195,107960,110173,67,,110322,7391574,,1,0
25.12.2020,14:09:00,110167,115173,107920,113775,8,,"111758,75",894070,,1,0
25.12.2020,14:10:00,108552,115039,108018,113071,20,,111170,2223400,,1,0
25.12.2020,14:11:00,113652,115193,108083,108550,88,,"111369,5",9800516,,0,0
25.12.2020,14:12:00,111642,115117,108044,113754,80,,"112139,25",8971140,,1,0
25.12.2020,14:13:00,113111,115277,108295,115277,77,,112990,8700230,,1,0
25.12.2020,14:14:00,113781,115111,107947,113179,72,,"112504,5",8100324,,0,0
25.12.2020,14:15:00,108836,115295,107900,113373,39,,111351,4342689,,1,0
25.12.2020,14:16:00,114498,115276,108016,112042,64,,112458,7197312,,0,0
25.12.2020,14:17:00,110300,115244,108252,114303,11,,"112024,75","1232272,25",,1,0
25.12.2020,14:18:00,115081,115280,107936,115280,61,,"113394,25","6917049,25",,1,0
25.12.2020,14:19:00,112314,115069,108090,112485,44,,"111989,5",4927538,,1,0
25.12.2020,14:20:00,109897,115279,107921,108395,40,,110373,4414920,,0,0
25.12.2020,14:21:00,108323,114868,108110,114116,72,,"111354,25",8017506,,1,0
25.12.2020,14:22:00,111565,115263,107961,112446,25,,"111808,75","2795218,75",,1,0
25.12.2020,14:23:00,114669,114934,107956,109145,1,,111676,111676,,0,0
25.12.2020,14:24:00,111826,115187,108032,108956,46,,"111000,25","5106011,5",,0,0
25.12.2020,14:25:00,115030,115030,107954,113047,19,,"112765,25","2142539,75",,0,0
25.12.2020,14:26:00,113549,115230,108272,108448,59,,"111374,75","6571110,25",,0,0
25.12.2020,14:27:00,108244,115145,108244,109989,31,,"110405,5","3422570,5",,1,0
25.12.2020,14:29:00,109654,115146,108090,112456,53,,"111336,5","5900834,5",,1,0
25.12.2020,14:30:00,109299,115144,107973,109091,61,,"110376,75","6732981,75",,0,0
25.12.2020,14:31:00,111395,115144,108089,114748,39,,112344,4381416,,1,0
25.12.2020,14:32:00,107979,114800,107938,111284,89,,"110500,25","9834522,25",,1,0
25.12.2020,14:33:00,112696,115136,108337,111833,34,,"112000,5",3808017,,0,0
25.12.2020,14:34:00,113175,115218,107907,114018,29,,"112579,5","3264805,5",,1,0
25.12.2020,14:35:00,111721,115110,108033,114433,58,,"112324,25","6514806,5",,1,0
25.12.2020,14:36:00,111015,114860,107901,109580,35,,110839,3879365,,0,0
25.12.2020,14:37:00,114927,115264,108098,109471,71,,111940,7947740,,0,0
25.12.2020,14:38:00,112281,115125,107981,108426,87,,"110953,25","9652932,75",,0,0
25.12.2020,14:39:00,107930,115258,107930,110764,62,,"110470,5",6849171,,1,0
25.12.2020,14:40:00,108596,115223,108043,110628,39,,"110622,5","4314277,5",,1,0
25.12.2020,14:41:00,114977,115111,108067,109764,43,,"111979,75","4815129,25",,0,0
25.12.2020,14:42:00,111113,115070,107912,113692,18,,"111946,75","2015041,5",,1,0
25.12.2020,14:43:00,112355,114987,107985,110532,97,,"111464,75","10812080,75",,0,0
25.12.2020,14:44:00,111961,115294,108056,111059,13,,"111592,5","1450702,5",,0,0
25.12.2020,14:45:00,112075,115285,108110,113110,88,,112145,9868760,,1,0
25.12.2020,14:46:00,111340,115190,108170,113637,62,,"112084,25","6949223,5",,1,0
25.12.2020,14:47:00,109687,115245,107924,108194,79,,"110262,5","8710737,5",,0,0
25.12.2020,14:48:00,114714,115225,108035,112906,24,,112720,2705280,,0,0
25.12.2020,14:49:00,110445,115255,108014,108176,4,,"110472,5",441890,,0,0
25.12.2020,14:50:00,109495,115115,107901,113456,40,,"111491,75",4459670,,1,0
25.12.2020,14:51:00,110564,114790,108108,109727,94,,"110797,25","10414941,5",,0,0
25.12.2020,14:52:00,110940,115212,107978,114647,53,,"112194,25","5946295,25",,1,0
25.12.2020,14:53:00,113207,115269,108093,112310,39,,"112219,75","4376570,25",,0,0
25.12.2020,14:54:00,113575,115209,108109,109426,31,,"111579,75","3458972,25",,0,0
25.12.2020,14:55:00,113110,115103,107908,109203,2,,111331,222662,,0,0
25.12.2020,14:56:00,111651,115085,107910,111005,10,,"111412,75","1114127,5",,0,0
25.12.2020,14:57:00,108940,115210,107990,114095,20,,"111558,75",2231175,,1,0
25.12.2020,14:58:00,112052,115237,108083,108639,57,,"111002,75","6327156,75",,0,0
25.12.2020,14:59:00,114847,115246,107924,110618,67,,"112158,75","7514636,25",,0,0
25.12.2020,15:00:00,111608,114877,108148,112992,78,,"111906,25","8728687,5",,1,0
25.12.2020,15:01:00,111033,115281,108312,113479,56,,"112026,25",6273470,,1,0
25.12.2020,15:02:00,112147,115226,108098,114411,85,,"112470,5","9559992,5",,1,0
25.12.2020,15:03:00,111952,115234,108164,110463,98,,"111453,25","10922418,5",,0,0
25.12.2020,15:04:00,110794,115202,107986,113829,95,,"111952,75","10635511,25",,1,0
25.12.2020,15:05:00,109833,115098,107978,112439,8,,111337,890696,,1,0
25.12.2020,15:06:00,114732,115104,107982,111656,73,,"112368,5","8202900,5",,0,0
25.12.2020,15:07:00,109102,114982,108241,113352,81,,"111419,25","9024959,25",,1,0
25.12.2020,15:08:00,112914,115124,108059,108889,77,,"111246,5","8565980,5",,0,0
25.12.2020,15:09:00,112726,115175,107933,108494,54,,111082,5998428,,0,0
25.12.2020,15:10:00,114377,115275,107973,113838,14,,"112865,75","1580120,5",,0,0
25.12.2020,15:11:00,109738,115212,108200,112410,76,,111390,8465640,,1,0
25.12.2020,15:12:00,109488,115096,107911,114561,78,,111764,8717592,,1,0
25.12.2020,15:13:00,113187,114858,108002,111943,58,,"111997,5",6495855,,0,0
25.12.2020,15:14:00,115149,115254,107912,112285,57,,112650,6421050,,0,0
25.12.2020,15:15:00,108680,115209,107929,113900,56,,"111429,5",6240052,,1,0
25.12.2020,15:16:00,114705,115081,108362,110528,33,,112169,3701577,,0,0
25.12.2020,15:17:00,111372,115260,108023,113182,85,,"111959,25","9516536,25",,1,0
25.12.2020,15:18:00,111796,114900,107973,110213,2,,"111220,5",222441,,0,0
25.12.2020,15:19:00,112912,115148,107929,113682,93,,"112417,75","10454850,75",,1,0
25.12.2020,15:20:00,112420,115123,107944,115123,54,,"112652,5",6083235,,1,0
25.12.2020,15:21:00,112832,115147,108211,108788,27,,"111244,5","3003601,5",,0,0
25.12.2020,15:22:00,110582,115182,107994,108287,64,,"110511,25",7072720,,0,0
25.12.2020,15:23:00,109326,115277,107922,110750,19,,"110818,75","2105556,25",,1,0
25.12.2020,15:24:00,113128,115037,108208,114133,82,,"112626,5",9235373,,1,0
25.12.2020,15:25:00,112029,115128,108077,109087,86,,"111080,25","9552901,5",,0,0
25.12.2020,15:26:00,112641,115182,108017,109759,56,,"111399,75",6238386,,0,0
25.12.2020,15:27:00,110831,115255,108039,111792,50,,"111479,25","5573962,5",,1,0
25.12.2020,15:28:00,110517,115297,107901,114912,32,,"112156,75",3589016,,1,0
25.12.2020,15:29:00,112419,115153,107931,115031,96,,"112633,5",10812816,,1,0
25.12.2020,15:30:00,111755,115231,107921,108723,83,,"110907,5","9205322,5",,0,0
25.12.2020,15:31:00,111767,115042,107925,109338,69,,111018,7660242,,0,0
25.12.2020,15:32:00,109529,115254,108048,112194,58,,"111256,25","6452862,5",,1,0
25.12.2020,15:33:00,108437,115218,107908,114566,12,,"111532,25",1338387,,1,0
25.12.2020,15:34:00,112915,115161,107989,111587,53,,111913,5931389,,0,0
25.12.2020,15:35:00,110221,115074,108053,108298,26,,"110411,5",2870699,,0,0
25.12.2020,15:36:00,109508,115293,107957,112190,18,,111237,2002266,,1,0
25.12.2020,15:37:00,110870,115209,108125,111674,67,,"111469,5","7468456,5",,1,0
25.12.2020,15:38:00,108010,115000,107913,108257,3,,109795,329385,,1,0
25.12.2020,15:39:00,110848,114561,107961,113798,32,,111792,3577344,,1,0
25.12.2020,15:40:00,110047,115266,107906,109416,70,,"110658,75","7746112,5",,0,0
25.12.2020,15:41:00,114414,115004,107905,112812,37,,"112533,75","4163748,75",,0,0
25.12.2020,15:42:00,112915,114902,107918,108269,28,,111001,3108028,,0,0
25.12.2020,15:43:00,111930,115123,107939,113900,41,,112223,4601143,,1,0
25.12.2020,15:44:00,110468,115272,108241,111792,13,,"111443,25","1448762,25",,1,0
25.12.2020,15:45:00,111367,115181,107951,111092,70,,"111397,75","7797842,5",,0,0
25.12.2020,15:46:00,108981,115285,107935,110816,83,,"110754,25","9192602,75",,1,0
25.12.2020,15:47:00,114691,115109,107910,111203,3,,"112228,25","336684,75",,0,0
25.12.2020,15:48:00,109431,115249,108140,115249,61,,"112017,25","6833052,25",,1,0
25.12.2020,15:49:00,110772,115249,108015,108320,20,,110589,2211780,,0,0
25.12.2020,15:50:00,112528,115059,108023,115059,41,,"112667,25","4619357,25",,1,0
25.12.2020,15:51:00,113933,115246,108078,111032,41,,"112072,25","4594962,25",,0,0
25.12.2020,15:52:00,113863,115245,107985,108505,65,,"111399,5","7240967,5",,0,0
25.12.2020,15:53:00,113593,115100,107934,114515,74,,"112785,5",8346127,,1,0
25.12.2020,15:54:00,108019,115005,108008,112814,84,,"110961,5",9320766,,1,0
25.12.2020,15:55:00,112194,115272,107984,111529,38,,"111744,75","4246300,5",,0,0
25.12.2020,15:56:00,111533,115260,107916,109512,30,,"111055,25","3331657,5",,0,0
25.12.2020,15:57:00,111032,115294,107945,112533,21,,111701,2345721,,1,0
25.12.2020,15:58:00,111828,115252,108056,108860,31,,110999,3440969,,0,0
25.12.2020,15:59:00,111901,115129,108225,115034,57,,"112572,25","6416618,25",,1,0
25.12.2020,16:00:00,111787,115243,107910,110345,29,,"111321,25","3228316,25",,0,0
25.12.2020,16:01:00,110346,115235,108114,112587,24,,"111570,5",2677692,,1,0
